 90.5000 32.5000  5.0000  3.0454
 90.5000 32.0000  5.0000  3.1867
 90.5000 31.5000  5.0000  3.1867
 90.5000 31.0000  5.0000  3.0454
 90.5000 30.5000  5.0000  3.0454
 90.5000 30.0000  5.0000  3.1867
 90.5000 29.5000  5.0000  3.1867
 90.5000 29.0000  5.0000  3.0454
 90.5000 28.5000  5.0000  3.0454
 90.5000 28.0000  5.0000  3.1867
 91.0000 32.5000  5.0000  3.0454
 91.0000 32.0000  5.0000  3.1867
 91.0000 31.5000  5.0000  3.1867
 91.0000 31.0000  5.0000  3.0454
 91.0000 30.5000  5.0000  3.0454
 91.0000 30.0000  5.0000  3.1867
 91.0000 29.5000  5.0000  3.1867
 91.0000 29.0000  5.0000  3.0454
 91.0000 28.5000  5.0000  3.0454
 91.0000 28.0000  5.0000  3.1867
 91.5000 32.5000  5.0000  3.1867
 91.5000 32.0000  5.0000  3.0454
 91.5000 31.5000  5.0000  3.0454
 91.5000 31.0000  5.0000  3.1867
 91.5000 30.5000  5.0000  3.1867
 91.5000 30.0000  5.0000  3.0454
 91.5000 29.5000  5.0000  3.0454
 91.5000 29.0000  5.0000  3.1867
 91.5000 28.5000  5.0000  3.1867
 91.5000 28.0000  5.0000  3.0454
 92.0000 32.5000  5.0000  3.1867
 92.0000 32.0000  5.0000  3.0454
 92.0000 31.5000  5.0000  3.0454
 92.0000 31.0000  5.0000  3.1867
 92.0000 30.5000  5.0000  3.1867
 92.0000 30.0000  5.0000  3.0454
 92.0000 29.5000  5.0000  3.0454
 92.0000 29.0000  5.0000  3.1867
 92.0000 28.5000  5.0000  3.1867
 92.0000 28.0000  5.0000  3.0454
 92.5000 32.5000  5.0000  3.0454
 92.5000 32.0000  5.0000  3.1867
 92.5000 31.5000  5.0000  3.1867
 92.5000 31.0000  5.0000  3.0454
 92.5000 30.5000  5.0000  3.0454
 92.5000 30.0000  5.0000  3.1867
 92.5000 29.5000  5.0000  3.1867
 92.5000 29.0000  5.0000  3.0454
 92.5000 28.5000  5.0000  3.0454
 92.5000 28.0000  5.0000  3.1867
 93.0000 32.5000  5.0000  3.0454
 93.0000 32.0000  5.0000  3.1867
 93.0000 31.5000  5.0000  3.1867
 93.0000 31.0000  5.0000  3.0454
 93.0000 30.5000  5.0000  3.0454
 93.0000 30.0000  5.0000  3.1867
 93.0000 29.5000  5.0000  3.1867
 93.0000 29.0000  5.0000  3.0454
 93.0000 28.5000  5.0000  3.0454
 93.0000 28.0000  5.0000  3.1867
 93.5000 32.5000  5.0000  3.1867
 93.5000 32.0000  5.0000  3.0454
 93.5000 31.5000  5.0000  3.0454
 93.5000 31.0000  5.0000  3.1867
 93.5000 30.5000  5.0000  3.1867
 93.5000 30.0000  5.0000  3.0454
 93.5000 29.5000  5.0000  3.0454
 93.5000 29.0000  5.0000  3.1867
 93.5000 28.5000  5.0000  3.1867
 93.5000 28.0000  5.0000  3.0454
 94.0000 32.5000  5.0000  3.1867
 94.0000 32.0000  5.0000  3.0454
 94.0000 31.5000  5.0000  3.0454
 94.0000 31.0000  5.0000  3.1867
 94.0000 30.5000  5.0000  3.1867
 94.0000 30.0000  5.0000  3.0454
 94.0000 29.5000  5.0000  3.0454
 94.0000 29.0000  5.0000  3.1867
 94.0000 28.5000  5.0000  3.1867
 94.0000 28.0000  5.0000  3.0454
 94.5000 32.5000  5.0000  3.0454
 94.5000 32.0000  5.0000  3.1867
 94.5000 31.5000  5.0000  3.1867
 94.5000 31.0000  5.0000  3.0454
 94.5000 30.5000  5.0000  3.0454
 94.5000 30.0000  5.0000  3.1867
 94.5000 29.5000  5.0000  3.1867
 94.5000 29.0000  5.0000  3.0454
 94.5000 28.5000  5.0000  3.0454
 94.5000 28.0000  5.0000  3.1867
 95.0000 32.5000  5.0000  3.0454
 95.0000 32.0000  5.0000  3.1867
 95.0000 31.5000  5.0000  3.1867
 95.0000 31.0000  5.0000  3.0454
 95.0000 30.5000  5.0000  3.0454
 95.0000 30.0000  5.0000  3.1867
 95.0000 29.5000  5.0000  3.1867
 95.0000 29.0000  5.0000  3.0454
 95.0000 28.5000  5.0000  3.0454
 95.0000 28.0000  5.0000  3.1867
 95.5000 32.5000  5.0000  3.1867
 95.5000 32.0000  5.0000  3.0454
 95.5000 31.5000  5.0000  3.0454
 95.5000 31.0000  5.0000  3.1867
 95.5000 30.5000  5.0000  3.1867
 95.5000 30.0000  5.0000  3.0454
 95.5000 29.5000  5.0000  3.0454
 95.5000 29.0000  5.0000  3.1867
 95.5000 28.5000  5.0000  3.1867
 95.5000 28.0000  5.0000  3.0454
 96.0000 32.5000  5.0000  3.1867
 96.0000 32.0000  5.0000  3.0454
 96.0000 31.5000  5.0000  3.0454
 96.0000 31.0000  5.0000  3.1867
 96.0000 30.5000  5.0000  3.1867
 96.0000 30.0000  5.0000  3.0454
 96.0000 29.5000  5.0000  3.0454
 96.0000 29.0000  5.0000  3.1867
 96.0000 28.5000  5.0000  3.1867
 96.0000 28.0000  5.0000  3.0454
 96.5000 32.5000  5.0000  3.0454
 96.5000 32.0000  5.0000  3.1867
 96.5000 31.5000  5.0000  3.1867
 96.5000 31.0000  5.0000  3.0454
 96.5000 30.5000  5.0000  3.0454
 96.5000 30.0000  5.0000  3.1867
 96.5000 29.5000  5.0000  3.1867
 96.5000 29.0000  5.0000  3.0454
 96.5000 28.5000  5.0000  3.0454
 96.5000 28.0000  5.0000  3.1867
 97.0000 32.5000  5.0000  3.0454
 97.0000 32.0000  5.0000  3.1867
 97.0000 31.5000  5.0000  3.1867
 97.0000 31.0000  5.0000  3.0454
 97.0000 30.5000  5.0000  3.0454
