#   29.190   91.759 1 2 0
  29.909   95.472    3.042
  29.961   94.780    3.052
  30.023   92.965    3.072
#   31.193   96.498 1 2 0
  29.190   91.759    3.086
  29.875   92.621    3.120
  29.897   93.515    3.032
  29.961   94.780    3.070
#   31.254   95.901 1 2 0
  28.898   91.943    3.070
  29.041   92.226    3.080
  29.072   93.386    2.996
  29.190   91.759    3.088
  29.506   96.756    3.080
  29.707   92.149    3.102
  29.720   98.427    3.070
  29.758   96.102    3.120
