  29.961   94.780    3.296
  30.009   96.691    3.320
  30.691   97.261    3.158
  30.910   96.338    3.286
  31.183   97.018    3.068
  31.271   97.548    3.078
#   31.586   94.706 1 1 0
  28.898   91.943    3.430
  29.072   93.386    3.484
  29.117   93.782    3.472
  29.318   97.186    3.422
  29.641   97.896    3.278
  31.183   97.018    3.142
  31.193   96.498    3.238
  31.271   97.548    3.108
  31.301   97.962    3.122
  31.537   95.282    3.117
#   31.679   92.402 1 1 0
  30.120   97.303    3.316
  31.284   93.836    3.166
#   31.838   93.792 1 1 0
  29.773   95.700    3.392
  30.120   97.303    3.322
  30.691   97.261    3.130
  30.730   96.103    3.194
  31.537   95.282    3.084
  31.586   94.706    3.064
#   31.907   94.136 1 1 0
  28.898   91.943    3.374
  29.190   91.759    3.428
  29.247   94.258    3.442
  29.318   97.186    3.394
  29.506   96.756    3.390
  29.641   97.896    3.290
  29.707   92.149    3.404
  29.720   98.427    3.274
  29.958   97.511    3.264
  31.183   97.018    3.116
  31.193   96.498    3.176
  31.254   95.901    3.170
  31.271   97.548    3.104
  31.301   97.962    3.090
  31.537   95.282    3.168
  31.586   94.706    3.183
#   31.909   93.058 1 1 0
  28.898   91.943    3.300
  29.247   94.258    3.408
  29.488   94.579    3.360
  29.875   92.621    3.304
  29.897   93.515    3.364
  30.023   92.965    3.310
  30.120   97.303    3.352
  30.730   96.103    3.186
  31.183   97.018    3.196
  31.193   96.498    3.208
#   28.898   91.943 2 1 0
  29.247   94.258    3.474
#   29.041   92.226 2 1 0
  29.117   93.782    3.412
#   29.247   94.258 2 1 0
  29.488   94.579    3.545
#   29.318   97.186 2 1 0
  29.072   93.386    3.418
  29.117   93.782    3.370
  29.247   94.258    3.416
  29.488   94.579    3.352
  29.707   92.149    3.420
  29.773   95.700    3.442
  29.808   93.907    3.374
  29.897   93.515    3.422
  29.909   95.472    3.356
  29.961   94.780    3.360
  30.023   92.965    3.404
#   29.506   96.756 2 1 0
  29.488   94.579    3.350
#   29.641   97.896 2 1 0
  28.898   91.943    3.412
  29.072   93.386    3.422
  29.488   94.579    3.394
  29.720   98.427    3.217
  29.758   96.102    3.420
  29.773   95.700    3.408
  29.808   93.907    3.432
  29.897   93.515    3.416
  29.909   95.472    3.426
  30.023   92.965    3.422
#   29.700   91.150 2 1 0
  29.318   97.186    3.414
  30.009   96.691    3.454
  30.753   92.859    3.348
  31.193   96.498    3.410
  31.254   95.901    3.424
  31.258   92.090    3.386
  31.271   97.548    3.372
  31.301   97.962    3.362
  31.481   93.700    3.354
  31.537   95.282    3.450
  31.586   94.706    3.430
  31.679   92.402    3.360
  31.838   93.792    3.334
  31.907   94.136    3.398
  31.909   93.058    3.336
#   29.707   92.149 2 1 0
  28.898   91.943    3.421
  29.117   93.782    3.426
#   29.720   98.427 2 1 0
  29.072   93.386    3.388
  29.190   91.759    3.398
  29.758   96.102    3.366
  29.909   95.472    3.366
  30.009   96.691    3.320
#   29.758   96.102 2 1 0
  29.041   92.226    3.436
  29.072   93.386    3.452
  29.117   93.782    3.426
  29.190   91.759    3.434
  29.808   93.907    3.420
  30.023   92.965    3.404
#   29.773   95.700 2 1 0
  28.898   91.943    3.444
  29.041   92.226    3.388
  29.117   93.782    3.434
  29.190   91.759    3.396
  29.897   93.515    3.434
  30.023   92.965    3.316
#   29.808   93.907 2 1 0
  29.072   93.386    3.601
  30.023   92.965    3.523
#   29.875   92.621 2 1 0
  29.190   91.759    3.402
  29.247   94.258    3.572
#   29.897   93.515 2 1 0
  28.898   91.943    3.440
  29.190   91.759    3.472
  29.707   92.149    3.462
#   29.909   95.472 2 1 0
  28.898   91.943    3.432
  29.041   92.226    3.440
  29.190   91.759    3.408
  29.808   93.907    3.384
  29.897   93.515    3.444
  30.023   92.965    3.408
#   29.958   97.511 2 1 0
  29.072   93.386    3.428
  29.117   93.782    3.420
  29.247   94.258    3.424
  29.488   94.579    3.372
  29.720   98.427    3.264
  29.758   96.102    3.402
  29.897   93.515    3.392
  29.909   95.472    3.380
  29.961   94.780    3.352
  30.023   92.965    3.402
#   29.961   94.780 2 1 0
  29.808   93.907    3.507
  30.023   92.965    3.490
#   30.009   96.691 2 1 0
  29.041   92.226    3.424
  29.072   93.386    3.422
  29.117   93.782    3.422
  29.247   94.258    3.416
  29.897   93.515    3.436
  29.961   94.780    3.430
  30.023   92.965    3.418
#   30.023   92.965 2 1 0
  29.041   92.226    3.362
  29.488   94.579    3.542
#   30.120   97.303 2 1 0
  28.898   91.943    3.462
  29.072   93.386    3.442
  29.117   93.782    3.398
  29.190   91.759    3.412
  29.247   94.258    3.406
  29.488   94.579    3.358
  29.720   98.427    3.242
  29.758   96.102    3.372
  29.773   95.700    3.362
  29.808   93.907    3.386
  29.875   92.621    3.426
  29.897   93.515    3.402
  29.961   94.780    3.406
  30.023   92.965    3.402
#   30.502   97.137 2 1 0
  29.072   93.386    3.450
  29.318   97.186    3.406
  29.641   97.896    3.268
#   30.646   93.250 2 1 0
  29.072   93.386    3.532
  29.318   97.186    3.396
  29.488   94.579    3.506
  29.641   97.896    3.402
  29.720   98.427    3.382
  29.909   95.472    3.344
  29.958   97.511    3.422
  29.961   94.780    3.468
  30.009   96.691    3.434
  30.120   97.303    3.420
  30.691   97.261    3.400
  30.813   95.711    3.358
  31.301   97.962    3.330
  31.909   93.058    3.332
#   30.691   97.261 2 1 0
  29.041   92.226    3.444
  29.072   93.386    3.442
  29.117   93.782    3.418
  29.247   94.258    3.388
  29.318   97.186    3.390
  29.641   97.896    3.272
  29.758   96.102    3.452
  29.773   95.700    3.416
#   30.730   96.103 2 1 0
  29.041   92.226    3.430
  29.072   93.386    3.462
  29.117   93.782    3.402
  29.318   97.186    3.346
  29.961   94.780    3.434
  30.691   97.261    3.282
#   30.753   92.859 2 1 0
  29.773   95.700    3.390
  29.958   97.511    3.420
  30.009   96.691    3.436
  30.691   97.261    3.412
  30.813   95.711    3.328
  31.301   97.962    3.332
  31.679   92.402    3.316
  31.909   93.058    3.232
#   30.813   95.711 2 1 0
  29.072   93.386    3.466
  29.117   93.782    3.454
  29.247   94.258    3.458
  29.641   97.896    3.302
  29.720   98.427    3.292
  29.958   97.511    3.272
  30.120   97.303    3.272
  30.502   97.137    3.280
  30.691   97.261    3.258
#   30.910   96.338 2 1 0
  29.117   93.782    3.406
  29.897   93.515    3.412
  29.909   95.472    3.398
#   30.999   92.540 2 1 0
  29.318   97.186    3.414
  29.720   98.427    3.400
  29.909   95.472    3.402
  30.730   96.103    3.334
  30.813   95.711    3.380
  31.284   93.836    3.310
  31.537   95.282    3.354
  31.586   94.706    3.338
  31.679   92.402    3.247
  31.838   93.792    3.232
  31.907   94.136    3.250
  31.909   93.058    3.238
#   31.183   97.018 2 1 0
  29.072   93.386    3.418
  29.117   93.782    3.390
  29.488   94.579    3.374
  29.773   95.700    3.308
  29.808   93.907    3.416
  29.909   95.472    3.406
  29.958   97.511    3.260
  30.023   92.965    3.372
  30.120   97.303    3.344
  31.301   97.962    3.118
#   31.193   96.498 2 1 0
  28.898   91.943    3.454
  29.072   93.386    3.448
  29.117   93.782    3.440
  29.190   91.759    3.408
  29.247   94.258    3.412
  29.641   97.896    3.294
  29.773   95.700    3.390
  29.808   93.907    3.406
  29.875   92.621    3.432
  29.897   93.515    3.410
  29.909   95.472    3.408
  29.958   97.511    3.304
  29.961   94.780    3.400
  30.023   92.965    3.408
  31.183   97.018    3.248
  31.271   97.548    3.108
#   31.254   95.901 2 1 0
  29.072   93.386    3.496
  29.247   94.258    3.464
  30.009   96.691    3.372
  30.691   97.261    3.330
  31.183   97.018    3.204
  31.193   96.498    3.201
  31.271   97.548    3.172
  31.301   97.962    3.186
#   31.258   92.090 2 1 0
  29.318   97.186    3.412
  29.773   95.700    3.378
  29.875   92.621    3.414
  29.909   95.472    3.372
  29.961   94.780    3.406
  30.023   92.965    3.432
  30.646   93.250    3.348
  30.691   97.261    3.348
  30.730   96.103    3.298
  30.813   95.711    3.306
  30.910   96.338    3.306
  31.284   93.836    3.196
  31.838   93.792    3.210
  31.909   93.058    3.220
#   31.271   97.548 2 1 0
  29.117   93.782    3.358
  29.909   95.472    3.338
  30.009   96.691    3.324
  30.691   97.261    3.189
#   31.284   93.836 2 1 0
  29.720   98.427    3.402
  29.958   97.511    3.400
  30.120   97.303    3.422
  30.691   97.261    3.262
  30.730   96.103    3.324
  30.813   95.711    3.342
  31.909   93.058    3.316
#   31.301   97.962 2 1 0
  29.041   92.226    3.370
  29.247   94.258    3.336
  29.318   97.186    3.314
  29.488   94.579    3.322
  29.641   97.896    3.220
  29.758   96.102    3.338
  29.773   95.700    3.334
  29.808   93.907    3.368
  29.897   93.515    3.350
  29.909   95.472    3.338
  29.958   97.511    3.254
  30.009   96.691    3.266
  30.023   92.965    3.348
  30.120   97.303    3.270
  30.691   97.261    3.186
  30.813   95.711    3.256
#   31.481   93.700 2 1 0
  29.720   98.427    3.358
  29.909   95.472    3.432
  30.009   96.691    3.434
  30.691   97.261    3.278
  30.730   96.103    3.278
  30.813   95.711    3.322
  31.909   93.058    3.235
#   31.537   95.282 2 1 0
  29.247   94.258    3.440
  29.506   96.756    3.416
  29.720   98.427    3.346
  29.758   96.102    3.464
  29.961   94.780    3.418
  30.009   96.691    3.360
  30.691   97.261    3.252
  30.910   96.338    3.222
  31.183   97.018    3.148
  31.193   96.498    3.146
  31.301   97.962    3.146
#   31.586   94.706 2 1 0
  28.898   91.943    3.420
  29.072   93.386    3.514
  29.117   93.782    3.540
  29.318   97.186    3.470
  29.641   97.896    3.318
  31.183   97.018    3.212
  31.193   96.498    3.184
  31.271   97.548    3.180
  31.301   97.962    3.196
  31.537   95.282    3.195
#   31.679   92.402 2 1 0
  29.041   92.226    3.304
  30.120   97.303    3.366
  30.730   96.103    3.292
  30.813   95.711    3.288
  31.284   93.836    3.240
#   31.838   93.792 2 1 0
  29.773   95.700    3.402
  29.958   97.511    3.360
  30.120   97.303    3.340
  30.502   97.137    3.180
  30.691   97.261    3.202
  30.730   96.103    3.240
  31.183   97.018    3.202
  31.193   96.498    3.198
  31.301   97.962    3.196
  31.537   95.282    3.188
  31.586   94.706    3.148
#   31.907   94.136 2 1 0
  28.898   91.943    3.396
  29.190   91.759    3.426
  29.247   94.258    3.468
  29.318   97.186    3.440
  29.506   96.756    3.450
  29.641   97.896    3.356
  29.707   92.149    3.438
  29.720   98.427    3.290
  29.958   97.511    3.322
  31.183   97.018    3.216
  31.193   96.498    3.222
  31.254   95.901    3.234
  31.271   97.548    3.146
  31.301   97.962    3.150
  31.537   95.282    3.244
#   31.909   93.058 2 1 0
  28.898   91.943    3.326
  29.041   92.226    3.324
  29.247   94.258    3.432
  29.488   94.579    3.406
  29.875   92.621    3.388
  29.897   93.515    3.402
  30.023   92.965    3.354
  30.120   97.303    3.376
  30.691   97.261    3.264
  30.730   96.103    3.262
  31.183   97.018    3.200
  31.193   96.498    3.222
#   28.898   91.943 3 1 0
  29.247   94.258    3.494
#   29.041   92.226 3 1 0
  29.072   93.386    3.412
  29.117   93.782    3.456
#   29.247   94.258 3 1 0
  29.488   94.579    3.592
#   29.318   97.186 3 1 0
  29.072   93.386    3.468
  29.117   93.782    3.458
  29.247   94.258    3.452
  29.488   94.579    3.402
  29.707   92.149    3.448
  29.773   95.700    3.414
  29.808   93.907    3.438
  29.897   93.515    3.460
  29.909   95.472    3.444
  29.961   94.780    3.422
  30.023   92.965    3.460
#   29.506   96.756 3 1 0
  29.488   94.579    3.406
  29.909   95.472    3.454
#   29.641   97.896 3 1 0
  28.898   91.943    3.430
  29.072   93.386    3.446
  29.488   94.579    3.434
  29.720   98.427    3.246
  29.758   96.102    3.438
  29.773   95.700    3.418
  29.808   93.907    3.448
  29.875   92.621    3.480
  29.897   93.515    3.442
  29.909   95.472    3.438
  30.023   92.965    3.436
#   29.700   91.150 3 1 0
  29.318   97.186    3.434
  29.488   94.579    3.522
  29.958   97.511    3.434
  30.009   96.691    3.460
  30.753   92.859    3.364
  31.193   96.498    3.432
  31.254   95.901    3.448
  31.258   92.090    3.386
  31.271   97.548    3.400
  31.301   97.962    3.396
  31.481   93.700    3.406
  31.537   95.282    3.446
  31.586   94.706    3.396
  31.679   92.402    3.372
  31.838   93.792    3.368
  31.907   94.136    3.406
  31.909   93.058    3.356
#   29.707   92.149 3 1 0
  28.898   91.943    3.437
  29.117   93.782    3.466
#   29.720   98.427 3 1 0
  29.072   93.386    3.406
  29.190   91.759    3.394
  29.758   96.102    3.398
  29.808   93.907    3.466
  29.897   93.515    3.492
  29.909   95.472    3.396
  29.961   94.780    3.422
  30.009   96.691    3.354
#   29.758   96.102 3 1 0
  29.041   92.226    3.466
  29.072   93.386    3.486
  29.117   93.782    3.446
  29.190   91.759    3.424
  29.808   93.907    3.398
  29.875   92.621    3.480
  29.897   93.515    3.394
  30.023   92.965    3.420
#   29.773   95.700 3 1 0
  28.898   91.943    3.458
  29.041   92.226    3.456
  29.117   93.782    3.446
  29.190   91.759    3.416
  29.897   93.515    3.414
  29.961   94.780    3.347
  30.023   92.965    3.396
#   29.808   93.907 3 1 0
  29.072   93.386    3.621
  30.023   92.965    3.519
#   29.875   92.621 3 1 0
  29.247   94.258    3.536
#   29.897   93.515 3 1 0
  28.898   91.943    3.474
  29.190   91.759    3.504
  29.707   92.149    3.490
#   29.909   95.472 3 1 0
  28.898   91.943    3.442
  29.041   92.226    3.448
  29.190   91.759    3.410
  29.808   93.907    3.456
  29.897   93.515    3.448
  29.961   94.780    3.401
  30.023   92.965    3.460
#   29.958   97.511 3 1 0
  29.041   92.226    3.480
  29.072   93.386    3.468
  29.117   93.782    3.448
  29.247   94.258    3.442
  29.488   94.579    3.412
  29.720   98.427    3.323
  29.758   96.102    3.436
  29.897   93.515    3.434
  29.909   95.472    3.398
  29.961   94.780    3.382
  30.023   92.965    3.452
#   29.961   94.780 3 1 0
  29.808   93.907    3.505
  30.023   92.965    3.518
#   30.009   96.691 3 1 0
  29.041   92.226    3.452
  29.072   93.386    3.478
  29.117   93.782    3.470
  29.247   94.258    3.466
  29.897   93.515    3.448
  29.961   94.780    3.434
  30.023   92.965    3.450
#   30.023   92.965 3 1 0
  29.041   92.226    3.422
  29.488   94.579    3.562
#   30.120   97.303 3 1 0
  28.898   91.943    3.460
  29.072   93.386    3.460
  29.117   93.782    3.444
  29.190   91.759    3.442
  29.247   94.258    3.432
  29.720   98.427    3.332
  29.758   96.102    3.410
  29.773   95.700    3.412
  29.808   93.907    3.434
  29.875   92.621    3.468
  29.897   93.515    3.444
  29.961   94.780    3.418
  30.023   92.965    3.432
#   30.502   97.137 3 1 0
  29.072   93.386    3.482
  29.641   97.896    3.302
#   30.646   93.250 3 1 0
  29.072   93.386    3.470
  29.318   97.186    3.434
  29.488   94.579    3.558
  29.506   96.756    3.470
  29.641   97.896    3.438
  29.720   98.427    3.424
  29.909   95.472    3.446
  29.958   97.511    3.436
  29.961   94.780    3.468
  30.009   96.691    3.450
  30.120   97.303    3.438
  30.691   97.261    3.412
  30.813   95.711    3.420
  31.301   97.962    3.372
  31.909   93.058    3.382
#   30.691   97.261 3 1 0
  28.898   91.943    3.476
  29.041   92.226    3.460
  29.072   93.386    3.474
  29.117   93.782    3.468
  29.247   94.258    3.426
  29.318   97.186    3.424
  29.641   97.896    3.332
  29.758   96.102    3.464
  29.773   95.700    3.446
  29.958   97.511    3.325
#   30.730   96.103 3 1 0
  29.041   92.226    3.456
  29.072   93.386    3.528
  29.117   93.782    3.484
  29.318   97.186    3.418
  29.961   94.780    3.402
  30.691   97.261    3.364
#   30.753   92.859 3 1 0
  29.041   92.226    3.388
  29.773   95.700    3.436
  29.958   97.511    3.450
  30.009   96.691    3.470
  30.691   97.261    3.418
  30.730   96.103    3.354
  30.813   95.711    3.380
  30.910   96.338    3.420
  31.301   97.962    3.352
  31.679   92.402    3.384
  31.909   93.058    3.306
#   30.813   95.711 3 1 0
  29.072   93.386    3.488
  29.117   93.782    3.472
  29.247   94.258    3.466
  29.641   97.896    3.340
  29.720   98.427    3.330
  29.958   97.511    3.338
  30.120   97.303    3.342
  30.502   97.137    3.340
  30.691   97.261    3.338
#   30.910   96.338 3 1 0
  29.117   93.782    3.438
  29.897   93.515    3.442
  29.909   95.472    3.464
#   30.999   92.540 3 1 0
  29.318   97.186    3.474
  29.720   98.427    3.444
  29.897   93.515    3.524
  29.909   95.472    3.438
  30.691   97.261    3.420
  30.730   96.103    3.398
  30.813   95.711    3.380
  30.910   96.338    3.392
  31.284   93.836    3.350
  31.301   97.962    3.316
  31.537   95.282    3.340
  31.586   94.706    3.368
  31.679   92.402    3.325
  31.838   93.792    3.318
  31.907   94.136    3.324
  31.909   93.058    3.318
#   31.183   97.018 3 1 0
  29.072   93.386    3.466
  29.117   93.782    3.458
  29.488   94.579    3.368
  29.773   95.700    3.408
  29.808   93.907    3.430
  29.909   95.472    3.436
  29.958   97.511    3.334
  30.023   92.965    3.426
  30.120   97.303    3.352
  31.271   97.548    3.192
  31.301   97.962    3.179
#   31.193   96.498 3 1 0
  28.898   91.943    3.472
  29.072   93.386    3.488
  29.117   93.782    3.470
  29.190   91.759    3.440
  29.247   94.258    3.456
  29.641   97.896    3.364
  29.773   95.700    3.400
  29.808   93.907    3.446
  29.875   92.621    3.454
  29.897   93.515    3.434
  29.909   95.472    3.458
  29.958   97.511    3.358
  29.961   94.780    3.458
  30.023   92.965    3.436
  31.183   97.018    3.270
  31.271   97.548    3.174
#   31.254   95.901 3 1 0
  29.072   93.386    3.522
  29.247   94.258    3.470
  30.009   96.691    3.430
  30.691   97.261    3.356
  31.183   97.018    3.274
  31.193   96.498    3.296
  31.271   97.548    3.204
  31.301   97.962    3.244
#   31.258   92.090 3 1 0
  29.318   97.186    3.426
  29.773   95.700    3.406
  29.875   92.621    3.422
  29.909   95.472    3.400
  29.961   94.780    3.428
  30.023   92.965    3.396
  30.646   93.250    3.386
  30.691   97.261    3.370
  30.730   96.103    3.362
  30.813   95.711    3.356
  30.910   96.338    3.356
  31.284   93.836    3.310
  31.301   97.962    3.282
  31.838   93.792    3.258
  31.909   93.058    3.252
#   31.271   97.548 3 1 0
  29.117   93.782    3.414
  29.909   95.472    3.368
  30.009   96.691    3.320
  30.691   97.261    3.247
#   31.284   93.836 3 1 0
  29.720   98.427    3.400
  29.958   97.511    3.392
  30.120   97.303    3.414
  30.691   97.261    3.362
  30.730   96.103    3.392
  30.813   95.711    3.374
  30.910   96.338    3.362
  31.909   93.058    3.357
#   31.301   97.962 3 1 0
  29.041   92.226    3.420
  29.247   94.258    3.366
  29.318   97.186    3.370
  29.488   94.579    3.340
  29.758   96.102    3.380
  29.773   95.700    3.362
  29.808   93.907    3.398
  29.897   93.515    3.408
  29.909   95.472    3.392
  29.958   97.511    3.330
  30.009   96.691    3.318
  30.023   92.965    3.380
  30.120   97.303    3.298
  30.691   97.261    3.193
  30.813   95.711    3.298
#   31.481   93.700 3 1 0
  29.720   98.427    3.394
  29.909   95.472    3.478
  29.958   97.511    3.422
  30.009   96.691    3.448
  30.691   97.261    3.332
  30.730   96.103    3.366
  30.813   95.711    3.382
  31.183   97.018    3.354
  31.909   93.058    3.289
#   31.537   95.282 3 1 0
  29.247   94.258    3.436
  29.506   96.756    3.448
  29.720   98.427    3.378
  29.758   96.102    3.484
  29.961   94.780    3.502
  30.009   96.691    3.408
  30.691   97.261    3.320
  30.910   96.338    3.302
  31.183   97.018    3.228
  31.193   96.498    3.204
  31.254   95.901    3.173
  31.271   97.548    3.188
  31.301   97.962    3.222
#   31.586   94.706 3 1 0
  28.898   91.943    3.436
  29.072   93.386    3.504
  29.117   93.782    3.538
  29.318   97.186    3.488
  29.641   97.896    3.358
  31.183   97.018    3.260
  31.193   96.498    3.268
  31.271   97.548    3.226
  31.301   97.962    3.246
  31.537   95.282    3.236
#   31.679   92.402 3 1 0
  29.041   92.226    3.346
  29.190   91.759    3.358
  29.707   92.149    3.366
  30.120   97.303    3.364
  30.691   97.261    3.372
  30.730   96.103    3.348
  30.813   95.711    3.356
  31.284   93.836    3.290
#   31.838   93.792 3 1 0
  29.773   95.700    3.440
  29.958   97.511    3.358
  30.120   97.303    3.358
  30.502   97.137    3.236
  30.691   97.261    3.276
  30.730   96.103    3.264
  31.183   97.018    3.276
  31.193   96.498    3.274
  31.254   95.901    3.252
  31.271   97.548    3.240
  31.301   97.962    3.242
  31.537   95.282    3.272
  31.586   94.706    3.245
#   31.907   94.136 3 1 0
  28.898   91.943    3.392
  29.190   91.759    3.438
  29.247   94.258    3.464
  29.318   97.186    3.486
  29.506   96.756    3.462
  29.641   97.896    3.404
  29.707   92.149    3.458
  29.720   98.427    3.358
  29.958   97.511    3.394
  30.691   97.261    3.362
  30.910   96.338    3.368
  31.183   97.018    3.268
  31.193   96.498    3.278
  31.254   95.901    3.304
  31.271   97.548    3.208
  31.301   97.962    3.218
  31.537   95.282    3.306
  31.586   94.706    3.377
#   31.909   93.058 3 1 0
  28.898   91.943    3.360
  29.041   92.226    3.350
  29.247   94.258    3.484
  29.488   94.579    3.446
  29.875   92.621    3.404
  29.897   93.515    3.428
  29.958   97.511    3.416
  30.023   92.965    3.404
  30.120   97.303    3.400
  30.691   97.261    3.272
  30.730   96.103    3.296
  30.813   95.711    3.284
  31.183   97.018    3.242
  31.193   96.498    3.226
  31.271   97.548    3.214
  31.537   95.282    3.204
#   28.898   91.943 4 1 0
  29.247   94.258    3.532
#   29.041   92.226 4 1 0
  29.072   93.386    3.447
  29.117   93.782    3.470
